Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
1,29,1,3,0,1,1,1,78311,3782,728,0,33760,6660,0,22138,103,2,6.03,0,0,8,13,0.47,1
0,29,2,2,2,1,2,1,118922,2320,806,2,37173,4617,0,28499,172,1,7.5,1,0,0,8,0.32,1
0,28,2,0,1,2,0,1,104798,3691,766,0,39437,9064,0,27896,19,0,7.16,0,1,0,26,0.41,1
0,57,1,3,1,1,1,0,69754,4784,512,0,15135,23093,1,6165,209,1,13.55,0,0,7,29,0.4,0
1,32,2,3,0,0,2,1,101011,4177,787,2,22976,877,0,29713,55,2,4.22,1,1,7,7,0.08,1
0,26,2,1,1,1,2,1,135604,3565,821,2,33136,20972,0,30086,38,0,14.13,1,1,4,21,0.05,1
1,36,2,0,0,1,1,0,59289,3519,729,1,10849,4849,0,20000,77,1,11.17,0,1,4,5,0.08,1
1,60,2,3,0,0,3,1,38769,2022,568,1,37113,27683,1,12609,203,3,8.22,1,1,9,26,0.92,0
0,33,1,3,0,0,0,1,67611,2256,732,1,16815,19074,0,20073,62,2,7.53,0,0,9,20,0.56,1
0,41,2,0,0,1,0,2,79877,3706,846,2,31014,21438,1,20429,148,3,11.69,1,1,1,16,0.79,1
0,28,1,2,0,0,0,1,145704,2843,728,1,3782,25703,1,35160,88,1,5.19,1,1,1,14,0.42,1
1,36,2,0,1,0,0,2,45361,4788,518,0,6604,2711,0,9544,92,1,11.25,0,1,0,28,0.87,1
0,26,1,2,0,0,1,0,149061,4681,725,2,5593,7590,0,25199,15,0,13.32,0,0,4,22,0.98,1
0,41,2,0,0,0,3,0,100132,1830,723,2,20085,24869,0,21250,68,0,12.4,1,0,1,29,0.24,0
1,49,1,2,1,2,0,1,101510,1958,805,2,48099,25044,0,24852,202,1,6.16,1,1,9,9,0.19,1
1,29,2,3,1,1,0,0,139473,2845,849,1,10048,4780,0,27819,96,1,5.81,0,1,7,17,0.3,1
0,44,1,3,0,0,1,1,108777,2878,838,0,9133,11957,0,25133,59,3,11.79,1,1,1,20,0.28,1
0,34,2,1,2,1,3,1,39007,3680,387,2,43781,25522,0,7349,176,2,12.02,1,1,9,17,0.05,1
1,28,2,3,0,0,1,2,48743,4155,327,1,23045,17439,0,7995,21,0,13.2,1,1,8,17,0.03,0
1,40,1,2,1,1,3,1,66490,2714,723,1,49471,26197,0,20000,50,0,4.19,0,0,0,15,0.68,1
0,40,0,1,2,1,3,1,86964,520,724,1,16662,8887,0,21860,191,1,4.94,1,0,5,16,0.59,1
1,30,1,0,1,0,0,1,69045,899,724,1,3625,12411,0,20294,15,1,4.16,1,0,6,16,0.28,1
1,30,1,3,0,0,3,2,143892,776,822,0,4795,21434,1,22459,69,1,14.86,1,0,4,10,0.45,0
1,31,2,1,0,0,2,2,97625,3752,705,1,31588,16062,0,23062,26,1,13.66,0,0,3,12,0.1,1
0,47,1,2,0,0,1,1,67109,2781,753,0,48475,8324,0,20045,181,1,13.06,0,1,4,27,0.0,1
0,42,2,1,1,0,1,2,79546,3446,793,1,21764,25253,0,20285,66,0,8.64,0,1,5,21,0.27,1
0,38,2,0,0,0,3,0,131502,4608,740,0,36517,28316,0,37441,153,0,5.2,1,1,7,19,0.9,1
0,20,1,2,1,2,1,2,28840,1416,355,2,6765,24792,0,10769,120,1,14.61,1,0,1,12,0.43,0
0,42,2,3,1,0,2,1,82540,2945,746,0,37281,29168,1,20686,90,1,14.34,1,0,1,29,0.02,1
0,69,1,1,2,1,0,1,69602,4569,388,1,47380,26064,0,6350,19,3,5.99,1,0,5,26,0.15,0
1,63,2,3,0,2,0,1,69658,1079,319,0,34064,11497,1,20878,174,2,14.52,1,0,7,20,0.27,0
0,24,2,3,2,0,3,1,28443,996,449,2,12263,24357,0,7610,58,1,8.15,1,0,3,15,0.06,0
1,35,1,0,1,1,2,1,67930,4089,829,0,25269,14598,0,20347,224,1,4.43,1,0,8,28,0.28,1
1,39,2,3,1,0,2,1,59947,3381,743,1,42292,29396,1,20000,165,1,14.1,0,1,0,19,0.56,1
0,39,0,0,2,2,0,2,111500,921,793,1,28392,14100,0,31093,91,1,13.87,0,0,6,28,0.13,1
1,54,2,0,0,0,2,2,25277,4345,534,1,24757,10726,0,5223,172,3,6.52,1,0,2,12,0.19,0
1,38,1,0,0,2,3,1,53298,2066,765,2,35643,9048,0,20000,149,2,13.15,1,0,8,28,0.54,1
1,40,2,2,0,0,1,2,47366,4720,503,0,38163,17502,0,6683,175,1,8.21,1,1,3,10,0.85,0
1,28,1,3,1,0,0,1,86062,1640,711,0,34306,29354,0,23872,37,3,12.69,1,1,0,26,0.33,1
0,41,1,1,1,1,0,1,54954,2550,716,2,17630,13877,0,20000,30,0,5.53,1,1,4,8,0.81,1
1,46,1,1,1,0,2,1,141977,2101,796,2,45538,5355,0,34760,239,1,9.17,1,0,9,6,0.76,1
0,41,2,2,2,0,0,0,26062,812,576,0,30269,7608,0,7146,203,0,9.21,1,1,0,9,0.81,1
1,41,1,0,2,1,2,2,138031,4795,753,1,3417,4203,0,26882,79,1,7.69,0,1,9,12,0.07,1
0,47,1,0,0,0,1,1,131864,3661,770,0,4327,1851,0,22123,84,2,7.12,1,0,0,14,0.77,1
0,31,1,3,0,0,1,1,83881,1813,700,1,38156,26659,0,20706,199,2,11.14,0,0,8,27,0.73,1
0,25,1,0,2,0,0,0,89574,1187,777,0,35314,28649,0,21025,67,0,5.53,0,1,1,12,0.01,0
0,42,0,2,1,2,3,1,85607,2844,705,0,43294,15909,1,21005,136,1,4.27,0,1,3,14,0.83,1
1,42,1,0,2,0,3,1,143598,4035,736,2,4262,26932,1,32576,151,3,5.94,1,0,8,21,0.73,0
1,44,1,0,2,0,1,0,132807,831,739,2,26541,17779,1,26248,181,0,13.72,0,0,2,21,0.7,1
1,54,2,0,2,2,1,1,32687,1303,317,0,38825,15665,0,8682,197,3,10.49,0,1,6,21,0.77,0
1,62,1,3,0,0,0,2,48571,1981,417,2,4620,16391,0,7908,12,2,8.7,0,1,2,28,0.25,0
1,39,1,1,0,2,0,1,149523,2011,835,1,28258,25939,0,22345,198,1,9.76,0,1,7,26,0.13,1
0,38,1,1,0,0,1,1,134206,3111,774,2,14530,22146,0,32551,48,3,12.11,1,0,8,18,0.01,1
0,48,2,1,2,0,1,1,106665,974,718,0,40822,9243,1,21464,53,2,7.08,1,1,4,28,0.83,1
1,35,1,0,0,2,0,2,40944,2195,352,2,44796,19568,0,10089,87,1,7.77,0,1,2,27,0.33,0
1,48,1,0,0,0,0,1,51248,1354,811,0,16346,6976,0,20000,68,3,12.13,0,0,3,21,0.83,0
1,28,1,1,1,0,3,1,72421,4912,702,2,32635,15508,0,20614,85,2,4.73,0,1,0,17,0.26,1
0,47,1,2,1,1,1,1,142612,547,766,0,23585,14681,1,34788,39,3,7.36,0,1,6,19,0.69,1
1,35,1,3,0,0,2,1,103239,1365,740,1,41386,24478,0,24156,117,2,5.27,1,1,2,18,0.98,1
1,46,0,0,2,1,3,2,69902,1801,808,0,25859,2369,0,20844,137,0,13.19,1,1,0,28,0.37,1
1,37,1,1,0,2,2,1,22458,2726,596,1,19886,17750,0,7645,155,1,5.61,1,1,6,16,0.88,0
1,46,2,2,1,0,1,0,61565,3601,727,0,18816,20172,0,20000,73,2,12.26,1,0,8,13,0.32,1
1,36,1,0,1,2,1,2,89346,3571,775,2,18636,11378,1,23274,232,0,12.17,0,0,5,12,0.65,1
1,37,1,3,0,1,2,2,60960,4182,771,1,42304,8616,0,20000,31,2,10.23,1,0,5,13,0.87,1
1,52,1,1,2,0,2,2,61448,2516,344,1,28799,23554,0,6814,228,3,4.57,1,1,4,9,0.8,0
0,38,1,3,2,0,2,2,80829,787,819,1,25928,27126,0,24049,133,1,5.81,1,0,5,20,0.76,1
1,36,0,3,0,2,3,0,111456,1341,763,2,36193,28817,0,22734,111,2,9.2,0,0,1,21,0.17,0
0,44,1,3,0,0,0,1,75169,3501,712,2,9818,470,0,20540,104,1,10.57,1,1,3,5,0.49,1
1,53,2,1,0,1,2,1,28423,1150,419,0,1209,9125,0,9427,178,3,7.58,1,0,7,17,0.94,0
1,36,1,2,0,0,3,1,131207,1801,776,1,33667,5458,0,22419,203,0,11.61,0,1,6,26,0.23,1
0,33,2,3,0,2,3,0,90272,4680,749,0,6627,29877,0,25940,64,0,11.99,1,1,4,17,0.64,0
0,25,2,1,1,2,3,1,147120,1004,777,1,34590,23646,0,30713,74,0,8.04,0,0,0,24,0.41,1
1,41,1,3,1,0,3,2,30999,533,523,1,33933,24825,0,9245,152,1,14.66,1,0,8,17,0.28,0
0,33,1,3,0,2,3,1,127987,4518,777,2,44172,27591,1,27355,31,1,8.52,1,0,8,17,0.52,1
0,48,1,1,2,1,2,2,70256,4479,757,1,12284,22665,0,21048,217,3,14.02,1,0,3,14,0.66,0
1,29,1,3,0,0,3,2,139024,3345,816,2,38251,23155,0,35428,191,0,7.87,1,1,5,25,0.37,0
0,32,1,1,0,1,2,1,134292,738,742,2,7649,28385,0,22482,109,1,8.17,0,0,0,15,0.85,1
0,39,1,0,2,1,1,1,141254,4482,809,2,5753,12098,0,27202,143,1,14.38,0,0,4,18,0.3,0
1,62,1,1,2,1,3,2,39705,1098,313,1,41246,11885,0,7970,157,2,13.9,1,0,9,24,0.66,0
1,45,2,0,0,2,0,2,77811,3106,740,0,33662,2758,0,22210,160,0,6.8,1,0,0,5,0.52,1
1,37,0,3,0,1,0,2,38527,4566,337,2,2960,773,1,12293,140,2,11.86,1,0,5,9,0.81,1
0,39,0,2,1,0,2,1,82588,1966,807,1,16634,26109,1,23588,180,2,8.18,0,0,9,8,0.22,1
1,39,2,2,1,0,1,2,58456,504,310,0,10156,11561,0,12711,58,1,8.88,0,0,1,26,0.67,0
1,30,1,2,1,2,0,2,113203,4665,808,2,17057,29647,0,25517,118,3,11.27,0,0,9,16,0.57,1
0,30,1,1,1,2,1,1,65403,3464,795,1,14333,10807,0,20000,157,2,5.75,1,0,8,14,0.22,1
1,39,2,1,2,0,2,1,86470,2622,751,2,14658,1973,0,24464,146,3,9.11,0,0,9,22,0.91,1
0,25,2,3,1,0,3,0,117171,2192,703,1,27060,23259,1,30278,105,3,12.0,1,1,3,28,0.59,1
0,35,1,1,1,1,0,1,103684,4786,849,0,33006,23859,1,28546,229,0,12.51,1,0,0,18,0.05,1
0,27,1,2,1,2,1,2,59047,1561,756,1,19215,27685,0,20000,178,2,12.75,0,0,2,13,0.18,0
0,38,1,1,2,0,0,0,131400,3805,830,0,8288,20467,1,20692,105,0,8.39,0,1,7,18,0.59,1
0,41,1,2,1,1,1,1,76297,3344,841,0,24032,24516,1,22833,75,1,5.25,1,1,7,21,0.52,1
0,20,1,2,1,0,1,2,67365,2381,375,1,36530,16988,0,21734,137,1,8.35,0,1,9,9,0.58,1
0,48,1,3,0,1,3,2,82337,3678,769,2,26686,3391,0,22609,126,0,11.34,0,0,4,27,0.32,1
1,28,2,0,1,1,1,1,55422,2575,337,0,21761,15812,0,11949,125,3,13.67,1,0,5,28,0.13,0
0,54,2,2,0,0,3,1,66766,3880,392,2,9106,15599,0,9948,70,3,12.78,1,1,9,7,0.86,0
1,37,2,1,0,0,3,1,105223,1680,832,1,11001,4093,0,27538,93,2,6.98,1,0,0,26,0.95,1
0,47,1,0,2,0,3,1,124273,4812,749,2,37105,326,1,26643,207,1,13.99,1,1,1,18,0.52,1
1,35,2,3,1,1,2,2,74287,3104,845,0,20149,3011,0,20186,97,0,5.81,0,0,2,20,0.75,1
0,42,1,2,0,1,3,1,138644,766,844,2,47504,25541,0,34499,231,1,9.59,1,0,2,25,0.55,1
1,39,2,3,2,0,3,2,112650,1609,847,1,17707,27424,0,27196,39,3,4.1,1,0,5,28,0.51,0
1,28,1,1,1,1,2,2,113180,3093,733,2,47994,26331,1,29385,198,1,13.47,1,0,9,15,0.84,1
0,44,1,3,0,0,0,1,72118,4041,785,1,46533,4628,0,20377,171,2,7.77,1,0,7,27,0.95,1
1,35,2,1,0,2,0,1,148364,1259,772,2,26912,9612,0,21125,185,1,14.45,0,0,8,27,0.2,1
0,26,2,3,2,0,0,1,71056,1808,797,1,40227,13596,0,20908,167,3,7.13,1,1,5,26,0.07,0
0,27,0,0,1,1,1,1,52427,4295,346,0,9307,8869,0,13138,31,2,9.24,0,1,8,20,0.73,1
0,33,2,1,0,1,2,2,85819,2850,776,0,44337,601,1,20561,127,1,4.14,1,1,9,26,0.36,1
1,42,2,3,0,1,2,2,134131,2539,833,0,42006,29549,0,34143,139,3,7.05,1,1,3,6,0.41,1
1,41,1,3,1,0,0,1,70941,4863,735,0,1988,19956,0,20958,56,3,6.28,1,1,9,10,0.79,1
0,29,0,0,1,0,1,1,74145,1570,730,0,34656,4250,0,20095,109,1,13.55,0,1,6,9,0.54,1
1,32,1,3,1,0,3,1,110800,3840,741,0,12577,28065,0,26191,184,1,10.01,0,1,9,23,0.84,0
0,32,2,0,1,0,0,2,76923,3790,732,0,10901,470,0,21107,21,0,14.98,0,0,1,14,0.72,1
1,38,2,3,2,0,3,1,72019,3628,832,2,17082,3349,0,20774,63,1,9.86,1,1,2,7,0.56,1
0,29,1,1,2,1,0,2,120930,2178,836,2,29371,27778,0,33518,157,1,13.41,1,0,0,16,0.8,0
0,41,2,3,0,0,1,1,51868,3584,819,2,28096,15704,0,20000,211,1,5.51,1,1,6,10,0.53,1
0,31,2,1,1,1,3,0,70989,3985,817,2,10610,12421,0,20751,138,0,14.12,1,0,3,25,0.89,1
1,31,1,2,1,2,1,2,104063,1747,846,1,33768,15300,0,21518,96,2,6.25,0,1,3,14,0.86,0
1,34,1,2,1,0,2,1,123403,3912,833,2,3664,23412,0,36707,178,3,12.26,1,0,6,22,0.48,0
1,31,0,1,1,2,2,2,68735,712,736,1,13684,3924,1,20050,114,0,4.45,1,1,4,25,0.33,1
0,39,1,1,2,0,1,1,59028,4554,327,1,11891,7289,0,12496,21,1,4.57,1,1,7,29,0.7,0
1,36,1,2,1,2,0,1,89577,586,824,2,11714,5867,0,20106,186,3,7.26,1,1,8,27,0.44,1
1,42,2,2,0,0,0,1,83642,4512,796,1,41780,20396,1,20004,208,1,9.89,0,1,6,11,0.01,1
1,48,1,1,0,0,3,2,69104,3499,797,0,16245,10405,0,20512,172,0,11.95,0,0,9,28,0.11,1
1,66,2,3,0,0,2,1,66475,1414,518,0,22998,28360,0,19990,31,1,8.18,0,1,3,12,0.12,0
1,60,2,1,0,1,3,1,40750,1904,350,1,34119,12972,0,11252,186,0,10.82,0,1,3,14,0.92,0
0,34,1,0,1,0,2,1,37670,3288,500,1,14028,8191,0,12112,223,1,6.67,0,0,1,9,0.04,0
1,31,1,3,0,0,0,2,71099,3447,774,2,4671,27009,0,20843,99,1,5.68,1,0,7,8,0.56,1
1,65,2,0,1,0,2,1,61053,1370,411,1,11753,940,0,12594,183,2,11.83,0,0,8,19,0.89,0
0,41,1,2,1,0,2,1,73659,3382,780,1,22535,26392,1,21041,120,3,10.27,1,1,9,5,0.29,0
0,44,1,2,0,0,2,1,113098,2870,756,2,47066,29568,0,26507,49,3,8.75,0,1,4,25,0.32,1
0,37,2,2,1,0,0,1,127582,2006,733,0,36624,21424,0,29817,129,1,7.66,0,1,0,21,0.58,1
1,34,0,2,0,2,0,1,104427,2384,778,0,48826,13976,0,26365,173,3,5.75,1,0,5,19,0.24,1
0,30,1,2,2,0,0,1,107477,3389,816,1,46454,10215,0,23572,228,1,10.35,1,1,3,13,0.96,1
1,40,2,0,0,0,2,1,86976,1714,813,2,49296,26989,1,20269,86,1,8.89,1,1,0,8,0.9,1
0,49,2,2,1,0,1,2,51929,3448,502,2,16271,29261,0,6181,59,2,11.62,1,0,1,27,0.43,0
1,25,2,1,0,2,3,0,59712,835,512,0,40716,9868,0,7068,191,3,11.44,1,0,3,22,0.85,0
0,36,2,2,0,1,0,2,102203,2410,754,0,22010,24650,0,24042,103,1,10.32,0,0,4,9,0.25,1
1,36,2,0,2,1,1,2,77669,3091,818,1,35536,4606,1,20473,212,0,3.74,1,0,8,5,0.12,0
0,36,1,3,2,1,3,1,40847,3659,536,0,12793,23248,0,15237,32,1,9.32,0,0,7,13,0.47,0
0,36,2,0,1,0,0,2,62914,2715,597,1,13997,21872,0,15469,203,3,4.36,0,1,6,17,0.1,0
1,46,1,3,1,0,3,1,133812,3695,771,2,30292,10884,0,34609,161,1,4.03,1,0,6,6,0.78,1
1,27,2,3,0,2,3,2,133217,1633,733,2,28748,11562,0,22490,189,1,10.63,0,1,0,24,0.93,1
1,25,2,3,2,0,3,1,123108,4932,725,0,19230,21396,0,32881,118,2,9.07,0,1,8,9,0.38,1
0,30,1,2,2,2,2,1,117343,1169,841,1,22237,26371,0,25691,70,1,12.11,0,1,4,14,0.49,1
1,36,2,3,0,1,0,1,101438,4162,847,1,37407,5840,0,27929,67,2,11.6,0,1,6,8,0.27,0
0,25,0,0,2,0,1,2,141227,1188,781,2,32550,10770,0,36361,231,2,11.35,0,1,3,11,0.25,1
1,42,0,2,1,2,3,2,61469,2878,758,2,45428,6134,0,20000,86,0,6.9,1,1,0,18,0.12,1
1,49,1,2,2,0,1,1,138971,3702,751,0,44026,27960,1,37688,173,3,5.25,0,1,8,12,0.47,1
0,51,1,1,1,0,0,2,67746,762,419,0,32055,22540,1,6198,63,2,9.94,1,1,7,25,0.74,0
0,36,1,2,1,0,1,1,54990,662,798,2,6479,161,0,20000,46,1,12.82,1,1,9,7,0.47,1
1,54,1,3,2,1,2,0,53401,1728,367,1,31835,20577,0,14973,15,1,7.47,0,0,8,23,0.64,0
1,44,1,2,1,0,2,1,124410,3521,743,0,24820,22585,0,22605,13,1,6.56,1,0,9,26,0.29,1
1,28,1,2,1,1,3,1,100326,2989,761,0,40812,10905,0,22667,226,3,5.53,1,1,8,25,0.38,1
0,27,0,0,1,1,1,2,95715,3097,742,0,42156,18353,0,27637,213,0,8.49,0,1,6,16,0.78,1
1,53,1,0,1,2,3,0,37383,4801,452,1,38918,22218,0,9396,74,3,11.27,0,0,9,15,0.33,0
1,56,1,2,1,0,0,1,25115,515,419,1,33124,10861,0,6546,196,1,11.35,0,0,1,24,0.83,0
0,43,1,3,0,0,3,0,139106,1718,781,2,47973,14356,0,29154,148,1,12.49,1,0,1,12,0.68,1
1,28,1,0,1,0,1,2,32248,2576,487,1,10441,28539,0,7497,189,3,13.68,0,1,7,16,0.79,0
1,40,1,1,0,0,3,1,116205,1139,720,1,46090,29753,0,28838,172,2,8.67,0,0,8,11,0.21,1
0,20,2,1,1,0,1,2,64541,1594,569,2,23677,6452,0,22182,147,1,6.77,0,1,8,7,0.83,0
0,39,0,2,1,0,2,0,64066,4626,436,1,49391,23378,0,13451,90,1,9.24,0,0,1,26,0.39,1
1,41,1,1,2,0,1,1,121697,1809,793,1,38523,25336,0,20467,91,1,4.9,0,1,1,18,0.09,1
0,32,2,1,0,0,0,2,24074,3314,566,2,16499,18785,0,6356,72,1,11.37,0,1,5,23,0.66,0
0,27,1,2,1,1,1,1,113166,3127,811,1,4090,15056,0,21703,197,3,6.49,0,1,0,18,0.95,1
0,44,1,3,0,1,3,1,115494,2959,767,2,21400,19732,0,27490,48,3,14.0,0,1,3,8,0.57,1
1,60,1,0,0,0,2,1,60733,2934,373,0,24971,17945,0,13942,98,2,6.41,1,0,1,13,0.2,0
1,28,2,1,0,2,0,2,89829,4197,790,1,17119,20767,0,24562,108,3,12.64,0,1,3,11,0.56,1
0,44,2,3,1,1,0,0,99948,1911,716,2,12916,10836,0,24337,86,1,10.55,0,1,2,5,0.46,1
1,38,2,0,1,2,3,1,146124,3308,767,2,36725,15114,1,27618,204,1,3.72,0,0,9,16,0.89,1
0,18,1,0,1,0,3,2,65969,3472,434,0,410,23486,0,16697,39,0,10.83,0,1,2,26,0.29,0
0,35,2,1,0,0,3,2,32939,2514,387,1,6457,2347,0,7191,82,1,4.67,0,0,2,26,0.63,0
0,41,1,1,0,0,1,1,73488,3415,726,1,17419,11536,1,21355,222,3,8.74,0,0,8,6,0.6,1
1,39,1,1,1,0,1,2,109978,3953,709,2,26347,19270,0,32341,149,0,9.54,1,0,4,12,0.66,1
0,69,1,2,0,0,3,1,63450,1778,431,1,13250,27096,0,12544,102,1,12.86,0,0,2,9,0.35,0
0,49,2,1,0,0,0,1,130228,1637,730,0,19997,4755,0,34077,158,2,3.81,1,1,0,20,0.7,0
0,30,1,3,1,1,0,1,24466,4378,437,2,35492,13813,0,5105,34,1,5.97,0,1,7,20,0.03,0
0,50,2,1,1,2,1,0,56654,893,357,1,45635,6677,0,16601,186,0,7.06,0,1,3,10,0.71,0
0,48,2,0,0,0,3,1,50504,4867,765,0,43981,19073,0,20000,171,1,9.48,0,1,4,9,0.59,1
0,26,2,2,1,0,0,1,66813,4497,715,1,29696,12389,0,20024,119,1,12.23,0,0,8,29,0.69,0
0,35,0,1,1,1,1,1,102322,1794,816,1,47765,19007,0,27644,184,3,5.32,0,1,2,12,0.77,1
1,29,2,3,0,2,3,1,63266,2650,751,2,11220,17675,0,20000,15,0,6.43,0,1,5,5,0.89,1
1,39,2,2,0,1,2,2,90710,1746,771,0,23022,2074,0,26441,202,1,6.94,1,0,4,9,0.96,1
0,42,2,2,0,0,0,1,44893,2673,461,1,29647,4081,0,11298,52,1,12.67,0,0,9,29,0.14,0
0,58,2,3,0,2,3,2,50132,1196,510,0,21201,22910,0,15343,177,0,10.89,1,0,6,6,0.89,0
0,25,0,1,0,0,1,2,90398,4411,719,1,24409,5869,1,24858,72,3,12.44,0,0,1,15,0.83,1
0,46,1,0,2,1,2,2,58998,4283,509,1,11364,10422,0,22942,189,1,10.77,0,1,4,8,0.4,0
1,33,1,2,0,0,1,1,76725,4177,758,0,20486,5783,0,20796,225,2,13.85,0,1,3,10,0.13,1
0,35,1,1,0,1,0,1,116277,835,784,1,960,311,0,23057,60,1,12.15,1,1,9,24,0.11,1
1,46,2,2,2,0,2,1,64779,2331,766,2,46940,12870,0,20000,68,1,12.0,0,0,1,9,0.34,1
1,29,0,3,1,1,2,1,48974,1834,378,0,15885,21914,0,12148,165,1,14.76,1,0,8,18,0.85,0
0,25,1,3,2,1,1,2,135698,4502,756,1,42112,3096,0,28464,60,1,13.3,0,1,9,11,0.81,0
0,40,1,0,0,0,3,1,136217,1330,800,1,5848,19213,0,31368,79,1,7.66,1,0,5,14,0.68,1
0,40,1,1,0,1,1,1,62344,1737,713,1,30543,5092,0,20000,21,2,9.4,0,0,9,15,0.63,1
1,31,1,1,1,2,2,2,109931,1922,840,1,41546,28919,0,28620,210,1,13.05,1,1,5,8,0.71,1
1,27,1,2,2,2,2,2,112045,2409,735,2,22500,7607,1,30163,200,1,4.52,0,1,2,23,0.8,1
1,29,1,3,1,1,1,1,141387,4673,781,0,14176,12048,0,35521,219,0,5.83,0,0,6,23,0.5,1
1,53,1,2,2,1,2,1,24971,2370,521,1,49499,27027,0,6657,46,2,8.79,1,0,0,5,0.35,0
0,27,2,3,1,0,1,1,71061,651,742,1,37834,24126,0,20387,179,1,7.78,0,0,8,10,0.71,1
0,27,2,3,0,1,0,1,149687,4763,801,1,2944,5955,0,21818,149,2,12.38,1,1,8,6,0.71,1
0,44,2,1,1,1,2,1,62546,952,747,1,36247,18074,0,20000,184,2,14.53,0,1,2,12,0.51,1
0,48,1,2,0,1,2,1,58637,3347,300,0,28099,16939,0,7217,187,0,4.0,0,0,8,28,0.06,0
1,27,2,0,1,0,1,1,106310,1828,779,2,10230,26464,0,29091,171,2,10.11,1,1,9,14,0.73,1
0,67,2,3,1,2,1,1,36939,4338,544,1,40073,2248,1,6753,63,2,7.54,1,0,4,14,0.94,0
1,29,2,2,1,0,0,1,52396,3633,410,1,33228,27563,0,10671,225,2,12.73,1,0,1,6,0.4,1
0,66,2,1,0,1,0,2,43370,3193,320,2,35914,17101,0,12238,118,2,7.14,0,1,5,13,0.15,0
0,47,1,3,1,0,1,1,69461,887,556,2,48604,12575,1,10545,27,3,9.18,1,0,9,8,0.66,0
1,49,1,0,1,2,1,1,113488,2579,782,0,29786,9682,0,23879,105,0,4.22,1,1,1,26,0.48,1
1,47,0,3,1,1,3,2,93779,2323,789,1,36402,14222,0,22877,111,3,8.62,0,1,2,5,0.13,0
1,41,2,0,1,2,0,1,57444,519,783,2,6226,25112,0,20000,162,3,3.58,1,0,0,23,0.49,1
0,57,1,0,2,0,1,2,58296,1680,584,0,40428,24014,0,17824,15,2,10.14,1,1,4,12,0.16,0
1,18,1,3,2,1,2,2,42815,3133,448,2,12093,4644,0,14334,180,1,5.71,0,0,2,17,0.96,0
0,34,1,0,0,2,2,1,69019,1740,518,0,29103,24123,0,11068,92,3,13.3,0,1,9,24,0.57,0
0,46,2,0,1,2,2,1,63236,842,713,1,4039,24342,0,20000,40,3,3.79,0,0,2,19,0.17,1
0,35,2,3,0,0,2,2,127154,1825,766,0,8667,17998,0,35046,225,2,5.28,1,0,4,11,0.03,1
1,37,1,0,1,0,0,1,122822,3291,817,2,16942,11819,1,29264,221,0,4.45,0,0,5,11,0.84,1
1,27,1,3,2,0,0,2,101103,1876,806,0,2920,4365,1,21708,97,0,7.39,0,1,0,6,0.4,1
1,42,2,1,1,2,2,2,71042,1010,793,1,48477,29799,0,20300,239,3,9.2,1,1,3,13,0.41,1
0,27,2,1,0,1,1,1,59189,4865,573,1,11198,5640,1,23633,121,1,9.71,0,0,5,17,0.34,0
0,39,1,1,1,0,1,2,126686,1960,816,0,33371,21596,0,31444,145,1,4.39,0,1,2,10,0.53,1
1,25,1,3,0,1,1,1,86990,2925,739,0,41339,18684,0,20779,46,2,3.56,1,0,6,22,0.7,1
0,30,1,0,0,0,2,1,50792,2952,736,0,48041,24403,0,20000,116,0,6.13,0,0,9,8,0.49,1
0,45,1,3,1,2,2,1,86466,516,718,0,32453,1003,0,23859,88,1,5.72,0,0,2,28,0.2,1
1,64,1,3,0,0,0,1,32779,2253,590,2,21489,7987,0,12885,137,2,11.81,1,1,3,17,0.02,0
0,31,0,1,0,2,0,2,75180,3054,736,2,43900,26833,0,21991,15,3,7.29,0,0,9,13,0.41,1
1,45,1,0,1,1,1,2,130498,1304,728,1,45158,17723,0,35970,212,0,14.28,0,1,6,12,0.06,1
0,30,1,1,0,2,3,2,79939,2132,706,2,42100,26592,1,21691,88,2,13.65,1,0,3,28,0.07,1
1,64,2,1,0,1,1,1,29675,2495,342,0,16467,100,0,5179,215,1,6.6,0,0,4,14,0.09,0
1,42,1,2,1,0,1,1,73201,4606,770,0,38944,18960,1,21720,164,0,3.73,1,0,0,24,0.71,1
1,37,2,2,0,0,0,1,108077,1372,817,1,23880,341,0,21722,124,3,14.69,0,0,6,12,1.0,1
0,25,1,1,1,1,3,2,51848,3557,808,1,2808,21266,0,20000,102,1,10.71,0,1,3,13,0.06,1
1,46,2,3,1,0,2,2,109070,3573,762,2,45313,19350,1,30704,209,1,11.92,1,0,2,25,0.56,1
0,67,1,2,0,0,2,0,59357,1519,464,1,15624,8654,0,22120,49,3,6.65,1,1,7,5,0.72,0
0,27,2,3,1,0,3,1,63535,525,742,0,47082,18364,0,20000,193,1,8.45,1,0,7,13,0.98,1
1,36,0,3,1,0,1,1,79574,2792,718,2,43969,22545,0,21814,30,0,14.49,0,0,8,21,0.89,1
1,25,1,0,0,0,1,1,79545,2418,811,0,18891,8675,0,23183,70,1,10.67,0,0,6,7,0.74,0
